19850101	 -111	 -144	    0
19850102	  -22	 -178	    0
19850103	    0	 -150	    0
19850104	   67	  -94	    0
19850105	   72	  -72	    0
19850106	   78	  -17	    0
19850107	   22	  -50	    0
19850108	  -11	 -122	    0
19850109	  -56	  -78	   41
19850110	  -67	 -122	   38
19850111	  -78	 -206	    0
19850112	  -78	 -233	    0
19850113	   50	 -117	    0
19850114	   11	 -111	    0
19850115	  -33	 -144	    0
19850116	  -50	  -67	    0
19850117	   17	  -61	    0
19850118	  -22	  -67	    0
19850119	  -33	 -278	    0
19850120	 -178	 -306	-9999
19850121	  -56	 -161	    0
19850122	  -56	 -122	    0
19850123	   -6	 -122	    0
19850124	   22	 -106	    0
19850125	  -22	 -211	    0
19850126	   22	 -161	    0
19850127	   17	  -83	    0
19850128	  -28	 -167	    0
19850129	    0	  -50	    0
19850130	  -22	 -211	   15
19850131	 -144	 -278	    0
19850201	 -111	 -222	    0
19850202	  -78	 -244	    0
19850203	  -89	 -178	    0
19850204	 -111	 -161	   15
19850205	 -111	 -194	    0
19850206	 -117	 -244	    0
19850207	 -100	 -244	    0
19850208	  -56	 -156	    0
19850209	  -11	  -89	    0
19850210	  -33	 -122	   13
19850211	  -67	 -200	    0
19850212	  -44	 -189	    0
19850213	  -22	 -111	    0
19850214	  -33	 -133	    0
19850215	  -17	 -167	    0
19850216	   67	  -33	    0
19850217	   56	  -56	    0
19850218	   39	  -17	    0
19850219	  100	  -11	    0
19850220	   83	   -6	    0
19850221	   67	    6	  152
19850222	   50	    0	    0
19850223	   39	   -6	   25
19850224	   61	  -17	    0
19850225	  100	   -6	    0
19850226	   39	  -28	    0
19850227	   67	  -67	    0
19850228	  106	  -39	    0
19850301	  106	    0	    0
19850302	   83	  -28	    0
19850303	   78	   28	   64
19850304	   50	  -67	   13
19850305	    6	  -89	    0
19850306	   72	  -78	    0
19850307	  111	  -33	    0
19850308	  128	  -11	    0
19850309	  178	  -44	    0
19850310	  156	  -17	    0
19850311	  122	   33	    0
19850312	   56	  -33	    0
19850313	   83	  -17	   64
19850314	  106	   -6	    0
19850315	  161	  -39	    0
19850316	  156	  -11	    0
19850317	  156	  -44	    0
19850318	  222	   -6	    0
19850319	  211	    0	    0
19850320	  211	  -28	    0
19850321	  150	  -28	    0
19850322	  133	  -11	    0
19850323	  111	    6	   76
19850324	   67	  -11	    0
19850325	  144	  -33	    0
19850326	  239	   61	    0
19850327	  189	   22	   76
19850328	  167	   50	    0
19850329	  144	  -11	    0
19850330	   11	  -11	   76
19850331	   11	  -22	  140
19850401	   56	  -61	    0
19850402	  222	  -22	    0
19850403	  200	   11	    0
19850404	  156	   28	    0
19850405	   67	   -6	   15
19850406	   89	  -17	    0
19850407	   78	  -17	    0
19850408	   83	  -28	   15
19850409	  156	  -56	    0
19850410	  211	   33	    0
19850411	  256	   39	    0
19850412	  267	   94	   15
19850413	  156	   61	   15
19850414	  144	   33	    0
19850415	  272	    6	    0
19850416	  272	   72	    0
19850417	  294	  133	    0
19850418	  322	  156	    0
19850419	  289	  167	    0
19850420	  289	  144	   30
19850421	  294	  178	    0
19850422	  256	  133	    0
19850423	  194	   89	   41
19850424	  222	   28	    0
19850425	   78	   50	  216
19850426	  133	   56	  127
19850427	  178	   50	   41
19850428	  211	   39	    0
19850429	  256	   89	    0
19850430	  200	  128	  140
19850501	  222	  100	    0
19850502	  233	   72	    0
19850503	  250	   61	    0
19850504	  278	  106	    0
19850505	  267	  144	   41
19850506	  239	   61	    0
19850507	  261	   94	   18
19850508	  283	   78	    0
19850509	  311	  156	    0
19850510	  294	  156	    0
19850511	  283	  172	   33
19850512	  233	  100	   20
19850513	  156	  100	  203
19850514	  144	  100	  269
19850515	  106	   78	   15
19850516	  194	   89	    0
19850517	  211	   72	    0
19850518	  256	   61	    0
19850519	  267	  156	   18
19850520	  261	  106	   94
19850521	  228	   61	    0
19850522	  267	   56	    0
19850523	  267	  139	   25
19850524	  256	  106	    0
19850525	  300	  106	    0
19850526	  311	  161	    0
19850527	  317	  117	  330
19850528	  256	  117	    0
19850529	  306	  144	   48
19850530	  300	  150	    0
19850531	  256	  117	    0
19850601	  294	   94	   25
19850602	  261	   67	   25
19850603	  261	   61	    0
19850604	  228	  106	  114
19850605	  233	   72	    0
19850606	  261	   89	    0
19850607	  311	  128	    0
19850608	  372	  189	    0
19850609	  361	  161	    0
19850610	  239	  122	   36
19850611	  194	  106	   66
19850612	  189	   78	    0
19850613	  233	   67	    0
19850614	  244	  139	   64
19850615	  283	  117	    0
19850616	  333	   44	   25
19850617	  289	  128	    0
19850618	  244	  128	    0
19850619	  239	   94	    0
19850620	  333	  106	    0
19850621	  311	  183	   18
19850622	  300	  106	    0
19850623	  294	  161	  356
19850624	  356	  156	  114
19850625	  333	  206	    0
19850626	  311	  194	   13
19850627	  239	  139	   89
19850628	  239	   94	    0
19850629	  278	   94	    0
19850630	  289	  106	    0
19850701	  294	  128	    0
19850702	  300	  156	    0
19850703	  361	  111	    0
19850704	  344	  194	    0
19850705	  300	  128	    0
19850706	  356	  117	    0
19850707	  367	  178	    0
19850708	  333	  167	    0
19850709	  361	  172	    0
19850710	  350	  133	    0
19850711	  356	  144	    0
19850712	  350	  206	    5
19850713	  344	  167	    0
19850714	  339	  172	   25
19850715	  294	  139	    0
19850716	  300	   94	    0
19850717	  344	  150	    0
19850718	  333	  178	   30
19850719	  294	  183	  495
19850720	  278	  122	    0
19850721	  300	  172	    0
19850722	  300	  167	    0
19850723	  311	  144	    0
19850724	  294	  206	   64
19850725	  289	  200	   10
19850726	  294	  139	    0
19850727	  289	  167	    0
19850728	  300	  178	    0
19850729	  317	  172	    0
19850730	  256	  161	  241
19850731	  244	  167	    0
19850801	  250	  133	    0
19850802	  256	  139	    0
19850803	  250	  167	   10
19850804	  256	  167	    0
19850805	  344	  194	    0
19850806	  344	  172	    0
19850807	  317	  161	    0
19850808	  300	  178	    0
19850809	  306	  189	   33
19850810	  239	   94	    0
19850811	  261	   83	    0
19850812	  267	  217	   18
19850813	  300	  117	    0
19850814	  267	  144	   23
19850815	  244	  106	    0
19850816	  267	  150	    0
19850817	  256	  161	  229
19850818	  233	   89	    0
19850819	  256	  144	    0
19850820	  250	  122	    0
19850821	  239	  156	  279
19850822	  278	  161	    0
19850823	  267	  167	  122
19850824	  250	  122	   25
19850825	  222	  117	    0
19850826	  256	   83	    0
19850827	  267	  128	    0
19850828	  289	  139	    0
19850829	  317	  178	   76
19850830	  283	  167	    5
19850831	  322	  178	    0
19850901	  311	  200	    0
19850902	  339	  172	    0
19850903	  322	  194	   15
19850904	  283	  200	   18
19850905	  300	  178	  292
19850906	  356	  189	    0
19850907	  344	  206	    0
19850908	  328	  183	    0
19850909	  189	  122	    0
19850910	  189	  139	   41
19850911	  200	  144	    0
19850912	  189	  128	    0
19850913	  139	   83	  216
19850914	  200	  150	   25
19850915	  228	   67	    0
19850916	  211	  139	    0
19850917	  289	  167	    0
19850918	  322	  178	    0
19850919	  300	  200	    0
19850920	  278	   89	   41
19850921	  144	   72	   51
19850922	  189	  150	    0
19850923	  161	   67	  102
19850924	  117	    6	   64
19850925	  100	   78	   76
19850926	  144	    0	    0
19850927	  206	   33	    0
19850928	  194	   33	   38
19850929	   44	   -6	  203
19850930	   67	   -6	    0
19851001	  133	  -28	    0
19851002	  172	   17	    0
19851003	  178	   89	   15
19851004	  156	   44	   20
19851005	  128	   11	    0
19851006	  194	   17	    0
19851007	  206	   33	    0
19851008	  194	   61	    0
19851009	   78	   -6	   51
19851010	   44	  -11	    0
19851011	  117	   39	   51
19851012	  172	  139	   81
19851013	  194	   33	    0
19851014	  156	   28	   15
19851015	  211	    0	    0
19851016	  233	  -17	    0
19851017	  222	  100	   76
19851018	  156	   89	  241
19851019	  183	   44	    0
19851020	  167	   83	    0
19851021	  156	   94	    0
19851022	  233	  122	    0
19851023	  228	   39	   30
19851024	  211	   33	    0
19851025	  239	    6	    0
19851026	  228	  128	    0
19851027	  211	   33	    0
19851028	  156	   67	    0
19851029	  156	   17	    0
19851030	  133	    6	    0
19851031	  144	  -22	    0
19851101	  139	    0	    0
19851102	  122	  -56	    0
19851103	  122	   17	    8
19851104	  128	  -50	    0
19851105	  294	   17	    0
19851106	  111	   39	    0
19851107	  106	  -56	    0
19851108	   61	  -39	    0
19851109	    0	  -44	    0
19851110	  -11	  -50	   25
19851111	    6	  -39	   23
19851112	   33	  -28	   10
19851113	   22	   39	    5
19851114	   28	  -56	    0
19851115	   11	  -28	   76
19851116	   28	  -39	   13
19851117	  133	  -61	    0
19851118	  172	   11	   36
19851119	   17	 -122	   36
19851120	  -44	 -167	    0
19851121	  -67	 -178	    0
19851122	  -78	 -100	    0
19851123	  -89	 -111	    0
19851124	  -78	 -133	    0
19851125	  -28	  -94	    0
19851126	  -33	 -122	    0
19851127	 -111	 -172	    0
19851128	 -133	 -178	    0
19851129	 -128	 -167	   28
19851130	 -133	 -167	   13
19851201	 -161	 -206	   38
19851202	 -144	 -222	    0
19851203	  -78	 -200	    0
19851204	  -39	 -111	    0
19851205	  -44	 -139	   28
19851206	  -50	 -122	    0
19851207	    6	 -156	    0
19851208	  -22	 -111	    0
19851209	  -67	 -122	   20
19851210	  -56	 -156	    8
19851211	  -89	 -167	    0
19851212	 -111	 -206	    0
19851213	 -178	 -278	    0
19851214	  -28	 -256	    0
19851215	  -33	 -111	    0
19851216	  -39	 -122	    0
19851217	  -44	 -172	    8
19851218	  -72	 -272	    0
19851219	  -94	 -211	   33
19851220	 -111	 -222	    0
19851221	  -17	 -244	    0
19851222	   56	  -11	    0
19851223	   44	  -11	    0
19851224	   22	 -200	    0
19851225	 -100	 -211	    0
19851226	   33	  -11	    0
19851227	  -11	  -67	    0
19851228	  -22	 -128	    0
19851229	  -56	 -133	    0
19851230	   44	  -89	    0
19851231	   17	  -89	    0
19860101	   72	  -28	    0
19860102	   56	  -28	    0
19860103	   44	  -61	    0
19860104	  -11	 -133	    0
19860105	   22	 -133	    0
19860106	  -11	 -156	    0
19860107	  -89	 -239	    0
19860108	   17	 -133	    0
19860109	  111	  -22	    0
19860110	  100	  -56	    0
19860111	  156	  -11	    0
19860112	   50	    6	    0
19860113	   72	  -83	    0
19860114	   61	  -33	    0
19860115	  122	  -50	    0
19860116	  139	    0	    0
19860117	  150	  -22	    0
19860118	   89	   22	    0
19860119	   78	  -17	    0
19860120	  150	  -33	    0
19860121	   78	  -39	    0
19860122	   39	 -122	    0
19860123	   78	  -72	    0
19860124	   67	   11	    0
19860125	   33	  -33	    0
19860126	  -11	 -189	    0
19860127	  -67	 -211	    0
19860128	   72	  -89	    0
19860129	  -17	 -117	    0
19860130	   28	  -72	    0
19860131	   17	  -33	    0
19860201	  100	  -50	    0
19860202	  111	  -39	    0
19860203	   39	    6	   30
19860204	   44	    6	   81
19860205	   11	  -17	  102
19860206	    6	  -22	   25
19860207	    6	  -50	   64
19860208	  -50	 -133	    0
19860209	 -100	 -211	    0
19860210	 -106	 -244	    0
19860211	 -156	 -200	    8
19860212	 -111	 -244	    0
19860213	  -39	 -150	    0
19860214	  -83	 -144	   10
19860215	  -33	 -172	    0
19860216	  -22	  -67	    0
19860217	   33	  -83	    0
19860218	    6	  -22	    0
19860219	  -11	  -67	    0
19860220	  -28	 -128	    0
19860221	  -44	 -161	    0
19860222	  -11	  -78	    0
19860223	   39	  -39	    0
19860224	   22	  -61	    0
19860225	   94	  -56	    0
19860226	  128	   11	    0
19860227	   67	  -11	    0
19860228	    6	  -39	    0
19860301	  122	  -50	    0
19860302	  133	   -6	    0
19860303	   89	    0	    0
19860304	  111	  -11	    0
19860305	   72	   17	    0
19860306	   33	  -39	    0
19860307	  -39	 -139	    0
19860308	   83	  -67	    0
19860309	  261	   44	    0
19860310	   89	   11	-9999
19860311	   94	  -39	    0
19860312	   33	    6	  381
19860313	   28	    0	   51
19860314	   44	    0	    0
19860315	  100	  -22	    0
19860316	   67	   -6	   15
19860317	   67	  -11	   97
19860318	   44	  -11	  279
19860319	   11	  -17	    0
19860320	   17	 -106	    0
19860321	  111	  -50	    0
19860322	  167	   28	    0
19860323	  156	  -11	    0
19860324	  239	   22	    0
19860325	  200	  133	    0
19860326	  144	   39	    0
19860327	  233	  -22	    0
19860328	  306	  111	    0
19860329	  311	   67	    0
19860330	  306	   72	    0
19860331	  289	  156	  102
19860401	  211	   39	   15
19860402	  144	   72	   23
19860403	  189	   89	  185
19860404	  194	   83	  254
19860405	  156	   56	    0
19860406	  233	   17	    0
19860407	  228	  111	    0
19860408	  178	   44	    0
19860409	  156	    6	    0
19860410	  206	   -6	    0
19860411	  222	   22	    0
19860412	  200	   39	    0
19860413	  178	   61	    0
19860414	  156	  -44	  107
19860415	   67	  -33	    0
19860416	  156	    0	    0
19860417	  156	   61	   38
19860418	  178	   89	   89
19860419	  183	   39	    0
19860420	  161	   78	   58
19860421	  100	    6	    0
19860422	  150	  -39	    0
19860423	  250	   67	    0
19860424	  244	  133	    0
19860425	  278	  100	    0
19860426	  272	  122	  188
19860427	  261	  133	  191
19860428	  178	    6	  229
19860429	  244	  100	   15
19860430	  239	  144	   76
19860501	  200	   61	    0
19860502	  200	   28	    0
19860503	  194	   78	  191
19860504	  278	  117	    0
19860505	  278	  167	   18
19860506	  267	   78	    0
19860507	  278	   94	   10
19860508	  289	  206	   56
19860509	  256	  144	   89
19860510	  250	  161	  292
19860511	  267	  106	   15
19860512	  272	   72	    0
19860513	  244	  117	  279
19860514	  261	   94	    0
19860515	  256	  150	    0
19860516	  211	  100	  203
19860517	  144	   83	  119
19860518	  178	   56	    0
19860519	  200	   44	    0
19860520	  233	   72	    0
19860521	  239	   89	    0
19860522	  233	  100	    0
19860523	  211	  106	   25
19860524	  233	   89	   25
19860525	  228	   89	   13
19860526	  211	   89	    0
19860527	  200	  139	   76
19860528	  211	  133	   76
19860529	  233	  122	   64
19860530	  261	  117	    0
19860531	  289	  133	    0
19860601	  322	  150	    0
19860602	  267	  117	    0
19860603	  294	  128	    0
19860604	  306	  189	   64
19860605	  233	  161	    0
19860606	  256	  167	    0
19860607	  233	  156	   76
19860608	  256	  111	    0
19860609	  278	  133	    0
19860610	  283	  194	  330
19860611	  256	  150	  305
19860612	  278	  111	    0
19860613	  283	  144	    0
19860614	  250	  150	  559
19860615	  311	  139	    0
19860616	  289	  178	    0
19860617	  322	  144	    0
19860618	  344	  200	    0
19860619	  328	  217	    0
19860620	  322	  261	   36
19860621	  339	  233	   46
19860622	  339	  172	   51
19860623	  289	  122	    0
19860624	  294	  106	    0
19860625	  322	  139	    0
19860626	  350	  217	    0
19860627	  367	  206	   18
19860628	  361	  206	    0
19860629	  333	  200	    5
19860630	  356	  183	  191
19860701	  278	  178	    0
19860702	  289	  178	    0
19860703	  333	  150	    0
19860704	  344	  228	    0
19860705	  350	  239	    0
19860706	  333	  161	  356
19860707	  344	  167	    0
19860708	  322	  189	   64
19860709	  311	  178	   76
19860710	  311	  172	  254
19860711	  306	  156	   89
19860712	  300	  178	  216
19860713	  311	  161	    0
19860714	  311	  194	   51
19860715	  367	  217	    0
19860716	  339	  206	    0
19860717	  339	  222	    0
19860718	  350	  217	    0
19860719	  333	  228	    0
19860720	  311	  150	    0
19860721	  294	  167	    0
19860722	  300	  156	    0
19860723	  333	  194	    0
19860724	  356	  222	    0
19860725	  344	  172	  114
19860726	  344	  189	    0
19860727	  333	  200	    0
19860728	  361	  178	    0
19860729	  339	  167	  102
19860730	  322	  200	   15
19860731	  300	  172	    0
19860801	  278	  122	   25
19860802	  244	  111	    0
19860803	  267	   89	    0
19860804	  256	  133	  122
19860805	  233	  156	   69
19860806	  267	  133	    0
19860807	  278	  156	   51
19860808	  278	  117	    0
19860809	  267	  133	   76
19860810	  244	  144	   15
19860811	  239	   72	    0
19860812	  233	  139	   30
19860813	  267	  189	   38
19860814	  300	  200	    0
19860815	  306	  161	    0
19860816	  311	  189	    0
19860817	  306	  189	  178
19860818	  283	  172	    0
19860819	  283	  183	    0
19860820	  278	  178	    0
19860821	  256	  156	  610
19860822	  278	  189	    0
19860823	  283	  122	    0
19860824	  261	  139	    0
19860825	  311	  194	    0
19860826	  300	  189	   71
19860827	  233	   89	    0
19860828	  183	   28	    0
19860829	  217	  117	    0
19860830	  261	  133	    0
19860831	  283	  161	    0
19860901	  267	  128	    0
19860902	  311	  150	    0
19860903	  261	  178	   61
19860904	  278	  144	   25
19860905	  233	  139	   28
19860906	  211	   89	   81
19860907	  167	   67	   18
19860908	  156	   33	    0
19860909	  211	  139	    0
19860910	  283	  200	   28
19860911	  267	  122	    0
19860912	  256	   72	    0
19860913	  233	  139	    0
19860914	  267	  122	   25
19860915	  206	  150	  572
19860916	  183	  133	    0
19860917	  239	  161	  122
